연도,시군구명,법정동명,법정동,법정동코드,0_3m_최다지층_경암층,0_3m_최다지층_기타,0_3m_최다지층_매립토층,0_3m_최다지층_붕적토층,0_3m_최다지층_전답토층,0_3m_최다지층_퇴적토층,0_3m_최다지층_풍화암층,0_3m_최다지층_풍화토층,3_10m_최다지층_기타,3_10m_최다지층_매립토층,3_10m_최다지층_붕적토층,3_10m_최다지층_연암층,3_10m_최다지층_퇴적토층,3_10m_최다지층_풍화암층,3_10m_최다지층_풍화토층,10_20m_최다지층_경암층,10_20m_최다지층_연암층,10_20m_최다지층_퇴적토층,10_20m_최다지층_풍화암층,10_20m_최다지층_풍화토층,20_30m_최다지층_경암층,20_30m_최다지층_연암층,20_30m_최다지층_풍화암층,20_30m_최다지층_풍화토층,30m이하_최다지층_경암층,30m이하_최다지층_연암층,30m이하_최다지층_풍화암층,30m이하_최다지층_풍화토층,전체_우세지층_경암층,전체_우세지층_기타,전체_우세지층_매립토층,전체_우세지층_붕적토층,전체_우세지층_연암층,전체_우세지층_전답토층,전체_우세지층_퇴적토층,전체_우세지층_풍화암층,전체_우세지층_풍화토층,평균 침수심,평균 침수면적,평균 침수위,평균 침수시간,침수여부,공사횟수,평균굴착용적,평균굴착면적,평균최대굴착깊이,시설용량,처리구역면적_합류식,처리구역면적_분류식,하수관로_총시설연장,하수관로_지선합류식,하수관로_지선분류식,용량_대_면적,지선_합류_대_분류,지하철역_개수,싱크홀 발생 여부
2022,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.31,2521.26,18.28,70.14,1,38,0.0,0.0,24.755,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,2,0
2023,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,41,0.0,0.0,24.85975609756097,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,1
2024,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,36,0.0,0.0,23.639166666666668,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,1
2025,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,24,0.0,0.0,25.74,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,1
2018,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,315.0,33.36,150.0,1,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2019,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2020,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2021,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2022,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,0,0
2023,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2024,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2025,강남구,율현동,강남구_율현동,1168011300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2018,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2019,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2020,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,1
2021,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2022,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,433.83,21.44,72.0,1,1,0.0,0.0,17.84,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,2,0
2023,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,0.0,0.0,14.495,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2024,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,0.0,0.0,14.495,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2025,강남구,일원동,강남구_일원동,1168011400,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,0.0,0.0,14.495,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2018,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2019,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2020,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2021,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,19.76,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2022,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,19.76,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,0,0
2023,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2024,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,0.0,0.0,30.1675,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2025,강남구,자곡동,강남구_자곡동,1168011200,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,0.0,0.0,30.1675,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2018,강남구,청담동,강남구_청담동,1168010400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2019,강남구,청담동,강남구_청담동,1168010400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,0,2,0.0,0.0,21.48,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2020,강남구,청담동,강남구_청담동,1168010400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,0,5,0.0,0.0,24.076,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2021,강남구,청담동,강남구_청담동,1168010400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,0,10,0.0,0.0,26.695,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2022,강남구,청담동,강남구_청담동,1168010400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,0,15,0.0,0.0,24.95133333333333,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,1,0
